,link,problem,solution,letter,prompts
5018,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12A_Problems/Problem_14,"Each vertex of a cube is to be labeled with an integer $1$ through $8$ , with each integer being used once, in such a way that the sum of the four numbers on the vertices of a face is the same for each face. Arrangements that can be obtained from each other through rotations of the cube are considered to be the same. How many different arrangements are possible?
$\textbf{(A) } 1\qquad\textbf{(B) } 3\qquad\textbf{(C) }6 \qquad\textbf{(D) }12 \qquad\textbf{(E) }24$","We know the sum of each face is $18.$ If we look at an edge of the cube whose numbers sum to $x$ , it must be possible to achieve the sum $18-x$ in two distinct ways, looking at the two faces which contain the edge. If $8$ and $6$ were on the same edge, it is possible to achieve the desired sum only with the numbers $1$ and $3$ since the values must be distinct. Similarly, if $8$ and $7$ were on the same edge, the only way to get the sum is with $1$ and $2$ . This means that $6$ and $7$ are not on the same edge as $8$ , or in other words they are diagonally across from it on the same face, or on the other end of the cube.
Now we look at three cases, each yielding two solutions which are reflections of each other:
1) $6$ and $7$ are diagonally opposite $8$ on the same face.
2) $6$ is diagonally across the cube from $8$ , while $7$ is diagonally across from $8$ on the same face.
3) $7$ is diagonally across the cube from $8$ , while $6$ is diagonally across from $8$ on the same face.
This means the answer is $3\cdot 2=\boxed{6.}$",C,"<s> [INST] Each vertex of a cube is to be labeled with an integer $1$ through $8$ , with each integer being used once, in such a way that the sum of the four numbers on the vertices of a face is the same for each face. Arrangements that can be obtained from each other through rotations of the cube are considered to be the same. How many different arrangements are possible?
$\textbf{(A) } 1\qquad\textbf{(B) } 3\qquad\textbf{(C) }6 \qquad\textbf{(D) }12 \qquad\textbf{(E) }24$ [/INST] We know the sum of each face is $18.$ If we look at an edge of the cube whose numbers sum to $x$ , it must be possible to achieve the sum $18-x$ in two distinct ways, looking at the two faces which contain the edge. If $8$ and $6$ were on the same edge, it is possible to achieve the desired sum only with the numbers $1$ and $3$ since the values must be distinct. Similarly, if $8$ and $7$ were on the same edge, the only way to get the sum is with $1$ and $2$ . This means that $6$ and $7$ are not on the same edge as $8$ , or in other words they are diagonally across from it on the same face, or on the other end of the cube.
Now we look at three cases, each yielding two solutions which are reflections of each other:
1) $6$ and $7$ are diagonally opposite $8$ on the same face.
2) $6$ is diagonally across the cube from $8$ , while $7$ is diagonally across from $8$ on the same face.
3) $7$ is diagonally across the cube from $8$ , while $6$ is diagonally across from $8$ on the same face.
This means the answer is $3\cdot 2=\boxed{6.}$which gives answer letterC </s>"
5056,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_1,"What is the value of $\frac{2a^{-1}+\frac{a^{-1}}{2}}{a}$ when $a= \frac{1}{2}$
$\textbf{(A)}\ 1\qquad\textbf{(B)}\ 2\qquad\textbf{(C)}\ \frac{5}{2}\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 20$","By: Dragonfly
We find that $a^{-1}$ is the same as $2$ , since a number to the power of $-1$ is just the reciprocal of that number. We then get the equation to be
\[\frac{2\times2+\frac{2}{2}}{\frac{1}{2}}\]
We can then simplify the equation to get $\boxed{10}$",D,"<s> [INST] What is the value of $\frac{2a^{-1}+\frac{a^{-1}}{2}}{a}$ when $a= \frac{1}{2}$
$\textbf{(A)}\ 1\qquad\textbf{(B)}\ 2\qquad\textbf{(C)}\ \frac{5}{2}\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 20$ [/INST] By: Dragonfly
We find that $a^{-1}$ is the same as $2$ , since a number to the power of $-1$ is just the reciprocal of that number. We then get the equation to be
\[\frac{2\times2+\frac{2}{2}}{\frac{1}{2}}\]
We can then simplify the equation to get $\boxed{10}$which gives answer letterD </s>"
5057,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_2,"The harmonic mean of two numbers can be calculated as twice their product divided by their sum. The harmonic mean of $1$ and $2016$ is closest to which integer?
$\textbf{(A)}\ 2 \qquad \textbf{(B)}\ 45 \qquad \textbf{(C)}\ 504 \qquad \textbf{(D)}\ 1008 \qquad \textbf{(E)}\ 2015$","Since the harmonic mean is $2$ times their product divided by their sum, we get the equation
$\frac{2\times1\times2016}{1+2016}$
which is then
$\frac{4032}{2017}$
which is finally closest to $\boxed{2}$ .
-dragonfly",A,"<s> [INST] The harmonic mean of two numbers can be calculated as twice their product divided by their sum. The harmonic mean of $1$ and $2016$ is closest to which integer?
$\textbf{(A)}\ 2 \qquad \textbf{(B)}\ 45 \qquad \textbf{(C)}\ 504 \qquad \textbf{(D)}\ 1008 \qquad \textbf{(E)}\ 2015$ [/INST] Since the harmonic mean is $2$ times their product divided by their sum, we get the equation
$\frac{2\times1\times2016}{1+2016}$
which is then
$\frac{4032}{2017}$
which is finally closest to $\boxed{2}$ .
-dragonflywhich gives answer letterA </s>"
5058,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_3,"Let $x=-2016$ . What is the value of $\bigg|$ $||x|-x|-|x|$ $\bigg|$ $-x$
$\textbf{(A)}\ -2016\qquad\textbf{(B)}\ 0\qquad\textbf{(C)}\ 2016\qquad\textbf{(D)}\ 4032\qquad\textbf{(E)}\ 6048$","By: dragonfly
First of all, lets plug in all of the $x$ 's into the equation.
$\bigg|$ $||-2016|-(-2016)|-|-2016|$ $\bigg|$ $-(-2016)$
Then we simplify to get
$\bigg|$ $|2016+2016|-2016$ $\bigg|$ $+2016$
which simplifies into
$\bigg|$ $2016$ $\bigg|$ $+2016$
and finally we get $\boxed{4032}$",D,"<s> [INST] Let $x=-2016$ . What is the value of $\bigg|$ $||x|-x|-|x|$ $\bigg|$ $-x$
$\textbf{(A)}\ -2016\qquad\textbf{(B)}\ 0\qquad\textbf{(C)}\ 2016\qquad\textbf{(D)}\ 4032\qquad\textbf{(E)}\ 6048$ [/INST] By: dragonfly
First of all, lets plug in all of the $x$ 's into the equation.
$\bigg|$ $||-2016|-(-2016)|-|-2016|$ $\bigg|$ $-(-2016)$
Then we simplify to get
$\bigg|$ $|2016+2016|-2016$ $\bigg|$ $+2016$
which simplifies into
$\bigg|$ $2016$ $\bigg|$ $+2016$
and finally we get $\boxed{4032}$which gives answer letterD </s>"
5059,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_3,"Let $x=-2016$ . What is the value of $\bigg|$ $||x|-x|-|x|$ $\bigg|$ $-x$
$\textbf{(A)}\ -2016\qquad\textbf{(B)}\ 0\qquad\textbf{(C)}\ 2016\qquad\textbf{(D)}\ 4032\qquad\textbf{(E)}\ 6048$","Consider $x$ is negative.
We replace all instances of $x$ with $|x|$
$\bigg|$ $||x|+|x||-|x|$ $\bigg|$ $+|x|$
$=$ $\bigg|$ $|2x|-|x|$ $\bigg|$ $+|x|$
$=$ $|x|$ $+|x|$
$=|2x|$
$=4032 \implies \boxed{4032}$",D,"<s> [INST] Let $x=-2016$ . What is the value of $\bigg|$ $||x|-x|-|x|$ $\bigg|$ $-x$
$\textbf{(A)}\ -2016\qquad\textbf{(B)}\ 0\qquad\textbf{(C)}\ 2016\qquad\textbf{(D)}\ 4032\qquad\textbf{(E)}\ 6048$ [/INST] Consider $x$ is negative.
We replace all instances of $x$ with $|x|$
$\bigg|$ $||x|+|x||-|x|$ $\bigg|$ $+|x|$
$=$ $\bigg|$ $|2x|-|x|$ $\bigg|$ $+|x|$
$=$ $|x|$ $+|x|$
$=|2x|$
$=4032 \implies \boxed{4032}$which gives answer letterD </s>"
5060,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_4,"The ratio of the measures of two acute angles is $5:4$ , and the complement of one of these two angles is twice as large as the complement of the other. What is the sum of the degree measures of the two angles?
$\textbf{(A)}\ 75\qquad\textbf{(B)}\ 90\qquad\textbf{(C)}\ 135\qquad\textbf{(D)}\ 150\qquad\textbf{(E)}\ 270$","By: dragonfly
We set up equations to find each angle. The larger angle will be represented as $x$ and the smaller angle will be represented as $y$ , in degrees. This implies that
$4x=5y$
and
$2\times(90-x)=90-y$
since the larger the original angle, the smaller the complement.
We then find that $x=75$ and $y=60$ , and their sum is $\boxed{135}$",C,"<s> [INST] The ratio of the measures of two acute angles is $5:4$ , and the complement of one of these two angles is twice as large as the complement of the other. What is the sum of the degree measures of the two angles?
$\textbf{(A)}\ 75\qquad\textbf{(B)}\ 90\qquad\textbf{(C)}\ 135\qquad\textbf{(D)}\ 150\qquad\textbf{(E)}\ 270$ [/INST] By: dragonfly
We set up equations to find each angle. The larger angle will be represented as $x$ and the smaller angle will be represented as $y$ , in degrees. This implies that
$4x=5y$
and
$2\times(90-x)=90-y$
since the larger the original angle, the smaller the complement.
We then find that $x=75$ and $y=60$ , and their sum is $\boxed{135}$which gives answer letterC </s>"
5061,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_4,"The ratio of the measures of two acute angles is $5:4$ , and the complement of one of these two angles is twice as large as the complement of the other. What is the sum of the degree measures of the two angles?
$\textbf{(A)}\ 75\qquad\textbf{(B)}\ 90\qquad\textbf{(C)}\ 135\qquad\textbf{(D)}\ 150\qquad\textbf{(E)}\ 270$","We can visualize the problem like so: [asy] path b = brace((0,10),(90,10),5); draw(b); label(""$90^\circ$"",b,N);  draw(""$5x$"",(0,0)--(75,0),N); draw((75,2.5)--(75,-2.5)); draw(""$1y$"",(75,0)--(90,0),N);  draw(""$4x$"",(0,-10)--(60,-10),S); draw((60,-7.5)--(60,-12.5)); draw(""$2y$"",(60,-10)--(90,-10),S);  draw((0,5)--(0,-15)); draw((90,5)--(90,-15)); [/asy] \[5x+1y = 90^\circ = 4x+2y\] Moving like terms to the same side gets $x = y$ , and substituting this back gets $6x = 90^\circ \implies x = \frac{90^\circ}{6} = 15^\circ$ , so the sum of the degree measures is $5x + 4x = 9x = 9(15) = \boxed{135}$ . ~ emerald_block",C,"<s> [INST] The ratio of the measures of two acute angles is $5:4$ , and the complement of one of these two angles is twice as large as the complement of the other. What is the sum of the degree measures of the two angles?
$\textbf{(A)}\ 75\qquad\textbf{(B)}\ 90\qquad\textbf{(C)}\ 135\qquad\textbf{(D)}\ 150\qquad\textbf{(E)}\ 270$ [/INST] We can visualize the problem like so: [asy] path b = brace((0,10),(90,10),5); draw(b); label(""$90^\circ$"",b,N);  draw(""$5x$"",(0,0)--(75,0),N); draw((75,2.5)--(75,-2.5)); draw(""$1y$"",(75,0)--(90,0),N);  draw(""$4x$"",(0,-10)--(60,-10),S); draw((60,-7.5)--(60,-12.5)); draw(""$2y$"",(60,-10)--(90,-10),S);  draw((0,5)--(0,-15)); draw((90,5)--(90,-15)); [/asy] \[5x+1y = 90^\circ = 4x+2y\] Moving like terms to the same side gets $x = y$ , and substituting this back gets $6x = 90^\circ \implies x = \frac{90^\circ}{6} = 15^\circ$ , so the sum of the degree measures is $5x + 4x = 9x = 9(15) = \boxed{135}$ . ~ emerald_blockwhich gives answer letterC </s>"
5062,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_6,"All three vertices of $\bigtriangleup ABC$ lie on the parabola defined by $y=x^2$ , with $A$ at the origin and $\overline{BC}$ parallel to the $x$ -axis. The area of the triangle is $64$ . What is the length of $BC$
$\textbf{(A)}\ 4\qquad\textbf{(B)}\ 6\qquad\textbf{(C)}\ 8\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 16$","By: Albert471
Plotting points $B$ and $C$ on the graph shows that they are at $\left( -x,x^2\right)$ and $\left( x,x^2\right)$ , which is isosceles. By setting up the triangle area formula you get: $64=\frac{1}{2}*2x*x^2  =   64=x^3$ Making x=4, and the length of $BC$ is $2x$ , so the answer is $\boxed{8}$",C,"<s> [INST] All three vertices of $\bigtriangleup ABC$ lie on the parabola defined by $y=x^2$ , with $A$ at the origin and $\overline{BC}$ parallel to the $x$ -axis. The area of the triangle is $64$ . What is the length of $BC$
$\textbf{(A)}\ 4\qquad\textbf{(B)}\ 6\qquad\textbf{(C)}\ 8\qquad\textbf{(D)}\ 10\qquad\textbf{(E)}\ 16$ [/INST] By: Albert471
Plotting points $B$ and $C$ on the graph shows that they are at $\left( -x,x^2\right)$ and $\left( x,x^2\right)$ , which is isosceles. By setting up the triangle area formula you get: $64=\frac{1}{2}*2x*x^2  =   64=x^3$ Making x=4, and the length of $BC$ is $2x$ , so the answer is $\boxed{8}$which gives answer letterC </s>"
5063,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_7,"Josh writes the numbers $1,2,3,\dots,99,100$ . He marks out $1$ , skips the next number $(2)$ , marks out $3$ , and continues skipping and marking out the next number to the end of the list. Then he goes back to the start of his list, marks out the first remaining number $(2)$ , skips the next number $(4)$ , marks out $6$ , skips $8$ , marks out $10$ , and so on to the end. Josh continues in this manner until only one number remains. What is that number?
$\textbf{(A)}\ 13 \qquad \textbf{(B)}\ 32 \qquad \textbf{(C)}\ 56 \qquad \textbf{(D)}\ 64 \qquad \textbf{(E)}\ 96$","Following the pattern, you are crossing out...
Time 1: Every non-multiple of $2$
Time 2: Every non-multiple of $4$
Time 3: Every non-multiple of $8$
Following this pattern, you are left with every multiple of $64$ which is only $\boxed{64}$",D,"<s> [INST] Josh writes the numbers $1,2,3,\dots,99,100$ . He marks out $1$ , skips the next number $(2)$ , marks out $3$ , and continues skipping and marking out the next number to the end of the list. Then he goes back to the start of his list, marks out the first remaining number $(2)$ , skips the next number $(4)$ , marks out $6$ , skips $8$ , marks out $10$ , and so on to the end. Josh continues in this manner until only one number remains. What is that number?
$\textbf{(A)}\ 13 \qquad \textbf{(B)}\ 32 \qquad \textbf{(C)}\ 56 \qquad \textbf{(D)}\ 64 \qquad \textbf{(E)}\ 96$ [/INST] Following the pattern, you are crossing out...
Time 1: Every non-multiple of $2$
Time 2: Every non-multiple of $4$
Time 3: Every non-multiple of $8$
Following this pattern, you are left with every multiple of $64$ which is only $\boxed{64}$which gives answer letterD </s>"
5064,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_8,"A thin piece of wood of uniform density in the shape of an equilateral triangle with side length $3$ inches weighs $12$ ounces. A second piece of the same type of wood, with the same thickness, also in the shape of an equilateral triangle, has side length of $5$ inches. Which of the following is closest to the weight, in ounces, of the second piece?
$\textbf{(A)}\ 14.0\qquad\textbf{(B)}\ 16.0\qquad\textbf{(C)}\ 20.0\qquad\textbf{(D)}\ 33.3\qquad\textbf{(E)}\ 55.6$","By: dragonfly
We can solve this problem by using similar triangles, since two equilateral triangles are always similar. We can then use
$\left(\frac{3}{5}\right)^2=\frac{12}{x}$
We can then solve the equation to get $x=\frac{100}{3}$ which is closest to $\boxed{33.3}$",D,"<s> [INST] A thin piece of wood of uniform density in the shape of an equilateral triangle with side length $3$ inches weighs $12$ ounces. A second piece of the same type of wood, with the same thickness, also in the shape of an equilateral triangle, has side length of $5$ inches. Which of the following is closest to the weight, in ounces, of the second piece?
$\textbf{(A)}\ 14.0\qquad\textbf{(B)}\ 16.0\qquad\textbf{(C)}\ 20.0\qquad\textbf{(D)}\ 33.3\qquad\textbf{(E)}\ 55.6$ [/INST] By: dragonfly
We can solve this problem by using similar triangles, since two equilateral triangles are always similar. We can then use
$\left(\frac{3}{5}\right)^2=\frac{12}{x}$
We can then solve the equation to get $x=\frac{100}{3}$ which is closest to $\boxed{33.3}$which gives answer letterD </s>"
5065,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_8,"A thin piece of wood of uniform density in the shape of an equilateral triangle with side length $3$ inches weighs $12$ ounces. A second piece of the same type of wood, with the same thickness, also in the shape of an equilateral triangle, has side length of $5$ inches. Which of the following is closest to the weight, in ounces, of the second piece?
$\textbf{(A)}\ 14.0\qquad\textbf{(B)}\ 16.0\qquad\textbf{(C)}\ 20.0\qquad\textbf{(D)}\ 33.3\qquad\textbf{(E)}\ 55.6$","Another approach to this problem, very similar to the previous one but perhaps explained more thoroughly, is to use proportions. First, since the thickness and density are the same, we can set up a proportion based on the principle that $d=\frac{m}{V}$ , thus $dV=m$
However, since density and thickness are the same and $A$ is proportional to $s^2$ (recognizing that the area of an equilateral triangle is $\frac{(s)^2\sqrt{3}}{4}$ ), we can say that $m$ is proportional to $s^2$
Then, by increasing s by a factor of $\frac{5}{3}$ $s^2$ is increased by a factor of $\frac{25}{9}$ , thus $m=12*\frac{25}{9}$ or $\boxed{33.3}$",D,"<s> [INST] A thin piece of wood of uniform density in the shape of an equilateral triangle with side length $3$ inches weighs $12$ ounces. A second piece of the same type of wood, with the same thickness, also in the shape of an equilateral triangle, has side length of $5$ inches. Which of the following is closest to the weight, in ounces, of the second piece?
$\textbf{(A)}\ 14.0\qquad\textbf{(B)}\ 16.0\qquad\textbf{(C)}\ 20.0\qquad\textbf{(D)}\ 33.3\qquad\textbf{(E)}\ 55.6$ [/INST] Another approach to this problem, very similar to the previous one but perhaps explained more thoroughly, is to use proportions. First, since the thickness and density are the same, we can set up a proportion based on the principle that $d=\frac{m}{V}$ , thus $dV=m$
However, since density and thickness are the same and $A$ is proportional to $s^2$ (recognizing that the area of an equilateral triangle is $\frac{(s)^2\sqrt{3}}{4}$ ), we can say that $m$ is proportional to $s^2$
Then, by increasing s by a factor of $\frac{5}{3}$ $s^2$ is increased by a factor of $\frac{25}{9}$ , thus $m=12*\frac{25}{9}$ or $\boxed{33.3}$which gives answer letterD </s>"
5066,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_9,"Carl decided to fence in his rectangular garden. He bought $20$ fence posts, placed one on each of the four corners, and spaced out the rest evenly along the edges of the garden, leaving exactly $4$ yards between neighboring posts. The longer side of his garden, including the corners, has twice as many posts as the shorter side, including the corners. What is the area, in square yards, of Carl’s garden?
$\textbf{(A)}\ 256\qquad\textbf{(B)}\ 336\qquad\textbf{(C)}\ 384\qquad\textbf{(D)}\ 448\qquad\textbf{(E)}\ 512$","By Albert471
To start, use algebra to determine the number of posts on each side. You have (the long sides count for $2$ because there are twice as many) $6x = 20 + 4$ (each corner is double counted so you must add $4$ ) Making the shorter end have $4$ , and the longer end have $8$ $((8-1)*4)*((4-1)*4) = 28*12 = 336$ . Therefore, the answer is $\boxed{336}$",B,"<s> [INST] Carl decided to fence in his rectangular garden. He bought $20$ fence posts, placed one on each of the four corners, and spaced out the rest evenly along the edges of the garden, leaving exactly $4$ yards between neighboring posts. The longer side of his garden, including the corners, has twice as many posts as the shorter side, including the corners. What is the area, in square yards, of Carl’s garden?
$\textbf{(A)}\ 256\qquad\textbf{(B)}\ 336\qquad\textbf{(C)}\ 384\qquad\textbf{(D)}\ 448\qquad\textbf{(E)}\ 512$ [/INST] By Albert471
To start, use algebra to determine the number of posts on each side. You have (the long sides count for $2$ because there are twice as many) $6x = 20 + 4$ (each corner is double counted so you must add $4$ ) Making the shorter end have $4$ , and the longer end have $8$ $((8-1)*4)*((4-1)*4) = 28*12 = 336$ . Therefore, the answer is $\boxed{336}$which gives answer letterB </s>"
5067,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_10,"A quadrilateral has vertices $P(a,b)$ $Q(b,a)$ $R(-a, -b)$ , and $S(-b, -a)$ , where $a$ and $b$ are integers with $a>b>0$ . The area of $PQRS$ is $16$ . What is $a+b$
$\textbf{(A)}\ 4 \qquad\textbf{(B)}\ 5 \qquad\textbf{(C)}\ 6 \qquad\textbf{(D)}\ 12  \qquad\textbf{(E)}\ 13$","Note that the slope of $PQ$ is $\frac{a-b}{b-a}=-1$ and the slope of $PS$ is $\frac{b+a}{a+b}=1$ .  Hence, $PQ\perp PS$ and we can similarly prove that the other angles are right angles.  This means that $PQRS$ is a rectangle. By distance formula we have $(a-b)^2+(b-a)^2*2*(a+b)^2 = 256$ . Simplifying we get $(a-b)(a+b) = 8$ . Thus $a+b$ and $a-b$ have to be a factor of 8. The only way for them to be factors of $8$ and remain integers is if $a+b = 4$ and $a-b = 2$ . So the answer is $\boxed{4}$",A,"<s> [INST] A quadrilateral has vertices $P(a,b)$ $Q(b,a)$ $R(-a, -b)$ , and $S(-b, -a)$ , where $a$ and $b$ are integers with $a>b>0$ . The area of $PQRS$ is $16$ . What is $a+b$
$\textbf{(A)}\ 4 \qquad\textbf{(B)}\ 5 \qquad\textbf{(C)}\ 6 \qquad\textbf{(D)}\ 12  \qquad\textbf{(E)}\ 13$ [/INST] Note that the slope of $PQ$ is $\frac{a-b}{b-a}=-1$ and the slope of $PS$ is $\frac{b+a}{a+b}=1$ .  Hence, $PQ\perp PS$ and we can similarly prove that the other angles are right angles.  This means that $PQRS$ is a rectangle. By distance formula we have $(a-b)^2+(b-a)^2*2*(a+b)^2 = 256$ . Simplifying we get $(a-b)(a+b) = 8$ . Thus $a+b$ and $a-b$ have to be a factor of 8. The only way for them to be factors of $8$ and remain integers is if $a+b = 4$ and $a-b = 2$ . So the answer is $\boxed{4}$which gives answer letterA </s>"
5068,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_10,"A quadrilateral has vertices $P(a,b)$ $Q(b,a)$ $R(-a, -b)$ , and $S(-b, -a)$ , where $a$ and $b$ are integers with $a>b>0$ . The area of $PQRS$ is $16$ . What is $a+b$
$\textbf{(A)}\ 4 \qquad\textbf{(B)}\ 5 \qquad\textbf{(C)}\ 6 \qquad\textbf{(D)}\ 12  \qquad\textbf{(E)}\ 13$","Solution by e_power_pi_times_i
By the Shoelace Theorem, the area of the quadrilateral is $2a^2 - 2b^2$ , so $a^2 - b^2 = 8$ . Since $a$ and $b$ are integers, $a = 3$ and $b = 1$ , so $a + b = \boxed{4}$",A,"<s> [INST] A quadrilateral has vertices $P(a,b)$ $Q(b,a)$ $R(-a, -b)$ , and $S(-b, -a)$ , where $a$ and $b$ are integers with $a>b>0$ . The area of $PQRS$ is $16$ . What is $a+b$
$\textbf{(A)}\ 4 \qquad\textbf{(B)}\ 5 \qquad\textbf{(C)}\ 6 \qquad\textbf{(D)}\ 12  \qquad\textbf{(E)}\ 13$ [/INST] Solution by e_power_pi_times_i
By the Shoelace Theorem, the area of the quadrilateral is $2a^2 - 2b^2$ , so $a^2 - b^2 = 8$ . Since $a$ and $b$ are integers, $a = 3$ and $b = 1$ , so $a + b = \boxed{4}$which gives answer letterA </s>"
5069,https://artofproblemsolving.com/wiki/index.php/2016_AMC_12B_Problems/Problem_11,"How many squares whose sides are parallel to the axes and whose vertices have coordinates that are integers lie entirely within the region bounded by the line $y=\pi x$ , the line $y=-0.1$ and the line $x=5.1?$
$\textbf{(A)}\ 30 \qquad \textbf{(B)}\ 41 \qquad \textbf{(C)}\ 45 \qquad \textbf{(D)}\ 50 \qquad \textbf{(E)}\ 57$","Solution by e_power_pi_times_i
Revised by Kinglogic and RJ5303707
[asy] Label l;  l.p=fontsize(8);  xaxis(-1,8,Ticks(l, 1.0));  yaxis(-1,16,Ticks(l, 1.0)); real f(real x)  {  return x * pi; }  D(graph(f,-1/pi,5.1)); D((5.1,-1)--(5.1,16)); D((-1,-0.1)--(8,-0.1)); for(int x = 0; x < 5.1; ++x) { 	for(int y = 0; y < 16; ++y) {     	if(x * pi > y) {         	D((x,y));         }     } } [/asy] (red shows lattice points within the triangle)
If we draw a picture showing the triangle, we see that it would be easier to count the squares vertically and not horizontally. The upper bound is $16$ squares $(y=5.1*\pi)$ , and the limit for the $x$ -value is $5$ squares. First we count the $1*1$ squares. In the rightmost column, there are $12$ squares with length $1$ because $y=4*\pi$ generates squares from $(4,0)$ to $(4,4\pi)$ , and continuing on we have $9$ $6$ , and $3$ for $x$ -values for $1$ $2$ , and $3$ in the equation $y=\pi x$ . So there are $12+9+6+3 = 30$ squares with length $1$ in the figure.
For $2*2$ squares, each square takes up $2$ units left and $2$ units up. Squares can also overlap. For $2*2$ squares, the rightmost column stretches from $(3,0)$ to $(3,3\pi)$ , so there are $8$ squares with length $2$ in a $2$ by $9$ box. Repeating the process, the next column stretches from $(2,0)$ to $(2,2\pi)$ , so there are $5$ squares. Continuing and adding up in the end, there are $8+5+2=15$ squares with length $2$ in the figure.
Squares with length $3$ in the rightmost column start at $(2,0)$ and end at $(2,2\pi)$ , so there are $4$ such squares in the right column. As the left row starts at $(1,0)$ and ends at $(1,\pi)$ there are $4+1=5$ squares with length $3$ . As squares with length $4$ would not fit in the triangle, the answer is $30+15+5$ which is $\boxed{50}$",D,"<s> [INST] How many squares whose sides are parallel to the axes and whose vertices have coordinates that are integers lie entirely within the region bounded by the line $y=\pi x$ , the line $y=-0.1$ and the line $x=5.1?$
$\textbf{(A)}\ 30 \qquad \textbf{(B)}\ 41 \qquad \textbf{(C)}\ 45 \qquad \textbf{(D)}\ 50 \qquad \textbf{(E)}\ 57$ [/INST] Solution by e_power_pi_times_i
Revised by Kinglogic and RJ5303707
[asy] Label l;  l.p=fontsize(8);  xaxis(-1,8,Ticks(l, 1.0));  yaxis(-1,16,Ticks(l, 1.0)); real f(real x)  {  return x * pi; }  D(graph(f,-1/pi,5.1)); D((5.1,-1)--(5.1,16)); D((-1,-0.1)--(8,-0.1)); for(int x = 0; x < 5.1; ++x) { 	for(int y = 0; y < 16; ++y) {     	if(x * pi > y) {         	D((x,y));         }     } } [/asy] (red shows lattice points within the triangle)
If we draw a picture showing the triangle, we see that it would be easier to count the squares vertically and not horizontally. The upper bound is $16$ squares $(y=5.1*\pi)$ , and the limit for the $x$ -value is $5$ squares. First we count the $1*1$ squares. In the rightmost column, there are $12$ squares with length $1$ because $y=4*\pi$ generates squares from $(4,0)$ to $(4,4\pi)$ , and continuing on we have $9$ $6$ , and $3$ for $x$ -values for $1$ $2$ , and $3$ in the equation $y=\pi x$ . So there are $12+9+6+3 = 30$ squares with length $1$ in the figure.
For $2*2$ squares, each square takes up $2$ units left and $2$ units up. Squares can also overlap. For $2*2$ squares, the rightmost column stretches from $(3,0)$ to $(3,3\pi)$ , so there are $8$ squares with length $2$ in a $2$ by $9$ box. Repeating the process, the next column stretches from $(2,0)$ to $(2,2\pi)$ , so there are $5$ squares. Continuing and adding up in the end, there are $8+5+2=15$ squares with length $2$ in the figure.
Squares with length $3$ in the rightmost column start at $(2,0)$ and end at $(2,2\pi)$ , so there are $4$ such squares in the right column. As the left row starts at $(1,0)$ and ends at $(1,\pi)$ there are $4+1=5$ squares with length $3$ . As squares with length $4$ would not fit in the triangle, the answer is $30+15+5$ which is $\boxed{50}$which gives answer letterD </s>"
